name_en,name_ar,gender
Taimim,تعميم,male
Taimoor,تيمور,male
Taimullah,تعمله,male
Taimur,تيمور,male
Taina,,female
Taisiir,تيسير,male
Taisir,تيسير,male
Taizeen,تزين,male
Taj,تاج,male
Taj-Al-Din,تجلدن,male
Taj-Udinn,تجدين,male
Taja,,female
Tajallah,تجعله,female
Tajammal,تجامل,male
Tajammul,تجامل,male
Tajbakhsh,تجبخش,male
Tajdar,تجدر,female
Tajim,تجم,male
Tajmeel,تجميل,female
Tajuddin,تجدين,male
Tajul-Islam,تجلسلم,male
Tajwar,تجور,male
Tajweed,تجويد,female
Takisha,,female
Takiyah,طاقيه,female
Takleef,تكليف,male
Takreem,تكريم,female
Tal,طال,male
Tala,تالا,female
Talaab,طلاب,male
Talaah,تلاه,female
Talaat,تلات,female
Talab,طلب,male
Talah,تلاه,female
Talal,طلال,male
Talan,,male
Talat,طالت,male
Talbashah,تلبسهة,female
Taleem,تعليم,male
Talen,,male
Talha,طلحة,male
Talhah,طلحه,female
Tali,تالي,female
Talia,تالية,female
Talib,طالب,male
Taliba,طالبة,female
Talibah,طالبه,female
Talibullah,طلبلله,male
Talim,تعليم,male
Talish,تعليش,male
Taliyah,,female
Tallie,,male
Talmadge,,male
Talmage,,male
Talon,,male
Taloob,طلوب,male
Taloot,لاريب,female
Talum,تعلم,male
Talut,طالوت,male
Talwasa,تلوثا,female
Talya,تالية,male
Tamaam,تمام,male
Tamadhur,تماضر,female
Tamador,تماضر,female
Tamadur,تماضر,female
Tamala,,female
Tamam,تمام,male
Tamanna,تمنى,female
Tamanni,تمني,female
Tamar,تامر,female
Tamara,تمارا,female
Tamassuk,تمسك,female
Tamasul,تمثل,female
Tamatha,,female
Tamazur,تمزر,female
Tambra,,female
Tameem,تميم,male
Tameemah,تميمه,female
Tameemiya,تميمية,female
Tameen,تامين,female
Tameez,تميز,female
Tameka,تمك,female
Tamekia,,female
Tamela,,female
Tamera,,female
Tamheed,تمهيد,female
Tami,تم,male
Tamia,,female
Tamica,,female
Tamid,تميد,male
Tamie,,female
Tamika,,female
Tamiko,,female
Tamim,تميم,male
Tamir,تامر,male
Tamirah,تعميره,female
Tamisha,,female
Tamiz,تميز,male
Tamjid,تمجيد,male
Tamkeen,تمكين,female
Tammaam,تمام,male
Tammaan,تامان,male
Tammam,تمام,male
Tammamah,تمامه,female
Tamman,تمن,male
Tammar,تامر,male
Tammi,,female
Tammie,,female
Tammy,,male
Tamra,تامر,female
Tamseel,تمثيل,female
Tamur,تامر,male
Tamya,,female
Tana,,female
Tanaz,تنز,female
Tandy,,male
Taneem,تنم,female
Tanesha,,female
Tangela,,female
Tania,,female
Tanika,,female
Tanim,تنعم,male
Tanisha,تنشا,female
Taniya,,female
Taniyah,,female
Tanja,,female
Tanjia,طنجة,female
Tannaz,تنز,female
Tanner,,male
Tanveer,تنفير,male
Tanvir,تنفير,male
Tanweel,تنول,male
Tanweer,تنوير,female
Tanwir,تنوير,male
Tanya,,female
Tanzeel,تنزيل,male
Tanzeela,تنزيلا,female
Tanzeem,تنظيم,male
Tanzil,تنزيل,male
Tanzila,تنزل,female
Tanzilur,تنزيلر,male
Taqaddam,تقدم,male
Taqadum,تقدم,female
Taqadus,تقدس,female
Taqdees,تقديس,female
Taqee,تقي,male
Taqi,تقي,male
Taqiuddin,تقعدين,male
Taqiy,تقي,male
Taqiya,طاقية,female
Taqiyah,طاقيه,female
Taqiyy,تقي,male
Taqiyy-Uddin,تقييدن,male
Taqiyyah,طاقيه,female
Taqwa,تقوى,female
Taqwaa,تقوا,female
Tara,ترى,female
Taraab,تراب,female
Tarah,,female
Tarana,ترانا,female
Taraneh,ترانه,female
Tarannum,ترنم,female
Tarashud,ترشد,female
Taraz,طراز,male
Tareef,تعريف,male
Tareefa,طريفة,female
Tareefah,طريفه,female
Tareem,تريم,male
Tareeq,طريق,male
Tarek,طارق,male
Tareq,طريق,male
Tarfa,طرفة,female
Tarfah,طرفه,male
Tarheeb,ترحيب,female
Tari,,female
Tarib,تعريب,female
Tarif,طريف,male
Tarifa,طريفة,female
Tarik,طارق,male
Tarikh,تاريخ,male
Tariq,طارق,male
Tariqa,طريقة,female
Tariqah,طريقه,female
Tarique,طريق,male
Tarkheem,ترخيم,female
Tarkhunah,تركهنة,female
Tarneem,ترنيم,female
Taroob,طروب,female
Taroon,ترون,male
Tarooq,تروق,male
Tarqiyah,ترقية,female
Tarsha,,female
Tarub,طرب,male
Taryn,,female
Tarz,طرز,female
Tasaad,تزاد,female
Tasadduq,تصدق,male
Tasafi,تصفي,male
Tasahir,تسهر,male
Tasallee,تسالي,male
Tasamuh,تسمح,male
Tasavur,تسافر,female
Tasawwar,تصور,male
Taseefa,تسيف,female
Taseel,تسيل,male
Taseen,تزين,male
Taseer,تسير,male
Tasha,,female
Tashbeed,تشبيد,male
Tasheen,تشين,female
Tashfin,تاشفين,male
Tashina,,female
Tasia,,female
Tasiyah,تصييح,female
Taskeen,تسكين,male
Tasleem,تسليم,male
Tasleema,تسليما,female
Taslim,تسلم,male
Taslima,تسليما,female
Tasliymah,تسليمه,female
Tasmeekh,تصميخ,female
Tasmeem,تصميم,male
Tasmia,تسمية,female
Tasmin,تسمين,female
Tasmir,تسمير,male
Tasmira,تسمير,female
Tasmiyah,تسميه,female
Tasneam,تسنيم,female
Tasneem,تسنيم,male
Tasneema,تسنيم,female
Tasneen,تسنين,male
Tasnim,تسنيم,female
Tasnin,تسنين,male
Tasteer,تسطير,male
Tasuq,تسوق,male
Tasweeb,تصويب,female
Tasweer,تصوير,male
Tate,,male
Tatheer,تثير,male
Tatia,,female
Tatiana,,female
Tatianna,,female
Tatsuo,,male
Tatum,,female
Tatyana,,female
Tatyanna,,female
Taufik,توفيق,male
Taufiq,توفيق,male
Taufiqa,توفيق,female
Tauhid,توحيد,male
Tauqeer,توقير,male
Tauqir,توقير,male
Taurean,,male
Taurus,,male
Tauseef,توصيف,male
Tavana,تفنى,male
Tavares,,male
Tavaris,,male
Tavian,,male
Tavion,,male
Tavon,,male
Tawab,تواب,male
Tawaddud,تودد,male
Tawadud,تودد,male
Tawaf,طواف,male
Tawafiq,توفيق,male
Tawakkul,توكل,male
Tawana,,female
Tawanda,,female
Tawanna,,female
Tawaqur,توقر,female
Tawas,طاوس,male
Tawazou,طوزو,male
Tawbaat,توبات,female
Tawbah,توبه,female
Taweel,طويل,male
Tawfeeq,توفيق,male
Tawfik,توفيق,male
Tawfiq,توفيق,male
Tawfiqa,توفيق,female
Tawfiqah,توفيقه,female
Tawheed,توحيد,male
Tawheeda,توحيد,female
Tawhid,توحيد,male
Tawhidah,توحيده,female
Tawilah,طاوله,female
Tawkeel,توكيل,male
Tawl,طول,male
Tawlah,طوله,female
Tawlan,طولان,male
Tawny,,female
Tawnya,,female
Tawoos,طاووس,male
Tawqan,طوقان,male
Tawqir,توقير,male
Tawseef,توصيف,male
Tawus,طاووس,female
Tawwab,توب,male
Tawwabah,توبه,female
Tawwad,تود,female
Taya,,female
Taybah,طيبه,female
Tayeb,طيب,male
Tayibat,طيبة,female
Tayil,طايل,male
Tayilah,طيلة,female
Tayla,,female
Tayler,,male
Taylor,,male
Tayma,تيما,female
Taymallah,تايملله,male
Taymullah,تيمولله,male
Taymur,تيمور,male
Taymurah,تيموريه,female
Tayseer,تيسير,male
Tayshaun,,male
Taysir,تيسير,male
Taysirah,تيسيرة,female
Tayyab,طيب,male
Tayyaba,طيبة,female
Tayyeb,طيب,male
Tayyib,طيب,male
Tayyiba,طيبة,female
Tayyibah,طيبه,female
Taza,طازة,female
Tazam,تزعم,male
Tazayyun,تزيين,female
Tazeem,تعظيم,male
Tazeen,تزين,female
Tazim,تزعم,male
Tazima,تعظيما,female
Tazimuddin,تزعمودن,male
Tazkia,تزكية,female
Tazkiah,تزكية,female
Tazmeen,تظمن,female
Tazneem,تزنيم,male
Tea,,female
Teagan,,male
Ted,,male
Teddie,,male
Teddy,,male
Teeb,طيب,male
Teeha,طيها,female
Teela,,female
Teena,,female
Tegan,,male
Tehmeed,تحميض,male
Tehmina,تحمينا,female
Tehreem,تحريم,female
Tehseen,تحسين,male
Tehzeeb,تهذيب,female
Tella,,female
Telly,,male
Tempie,,female
Tena,,female
Tenika,,female
Tenisha,,female
Tennessee,,female
Tennie,,female
Tennille,,female
Tera,,female
Terance,,male
Terell,,male
Terence,,male
Teresa,,female
Terese,,female
Teressa,,female
Teri,,female
Terra,,female
Terrance,,male
Terrell,,male
Terrence,,male
Terri,,female
Terrie,,female
Terrill,,male
Terry,,male
Tess,,female
Tessa,,female
Tessie,,female
Tevin,,male
Tex,,male
Texanna,,female
Texas,,female
Texie,,female
Thaabit,ثابت,male
Thaahaa,ظاهاء,male
Thaalab,طحالب,male
Thabi,تحبي,male
Thabit,ثابت,male
Thabitah,ثابته,female
Thad,,male
Thaddeus,,male
Thahera,ظاهرة,female
Thahir,ظاهر,male
Thalabah,طحالبه,male
Thalal,ظلال,male
Thalia,,female
Thalib,ثعلب,male
Thaman,ثمن,male
Thamar,ثمار,male
Thameen,ثمين,male
Thameena,ثمينة,female
Thameenah,ثمينه,female
Thamer,ثامر,male
Thamina,ثمينة,female
Thaminah,ثمينه,female
Thamir,ثامر,male
Thamirah,ثمره,female
Thana,ثنا,female
Thanaa,ثناء,female
Thaqaf,ثقف,male
Thaqib,ثقب,male
Thara,ذرة,female
Tharaa,ثراء,female
Thariq,تحريق,male
Tharwah,ثروة,female
Tharwat,ثروت,male
Tharya,ثريا,female
Thashin,تحشين,female
Thauban,ذوبان,male
Thawab,ثواب,male
Thawban,ذوبان,male
Thayeb,ذيب,male
Thayeba,ثيبا,female
Thayer,ثاير,male
Thayyib,ذييب,male
Thea,,female
Theadore,,male
Theda,,female
Thedore,,male
Thekla,,female
Thelma,,male
Theo,,male
Theodis,,male
Theodocia,,female
Theodora,,female
Theodore,,male
Theodosia,,female
Theola,,female
Theophile,,male
Theresa,,female
Therese,,female
Theresia,,female
Therman,,male
Theron,,male
Theta,,female
Thilaal,ظلال,male
Thomas,,male
Thomasina,,female
Thompson,,male
Thor,,male
Thora,,female
Thoraya,ثورية,female
Thornton,,male
Thorwald,,male
Thos,,male
Thresa,,female
Thuailib,ثعلب,male
Thubaitah,ثباته,female
Thubaytah,ثبيتة,female
Thufail,تحفل,male
Thufailah,تحفلة,female
Thumama,ثمامة,male
Thumamah,ثمامة,male
Thuml,تحمل,female
Thuraiya,ثورية,female
Thuraya,ثريا,female
Thurayya,ثريا,female
Thurayyat,ثريات,female
Thurlow,,male
Thurman,,male
Thurraya,ثورية,female
Thurrayya,ثورية,female
Thursa,,female
Thurston,,male
Thuwabah,ثوبه,female
Thuwaibah,ثويبة,female
Thuwaybah,ثويبة,female
Thyra,,female
Tia,,female
Tiana,,female
Tianna,,female
Tiara,,female
Tiarra,,female
Tibah,طيبه,female
Tibaq,طبق,male
Tibhaj,تبهج,female
Tibr,تعبر,male
Tibrah,تعبره,female
Tiera,,female
Tierra,,female
Tiesha,,female
Tiffani,,female
Tiffanie,,female
Tiffany,,male
Tihaami,تهامي,male
Tihami,تحمي,male
Tilal,طلال,male
Tilaluddin,طلالدن,male
Tilda,,female
Tilden,,male
Tilla,,female
Tillie,,female
Tillman,,male
Tilman,,male
Tim,,male
Timmie,,male
Timmothy,,male
Timmy,,male
Timothy,,male
Tina,تينا,female
Tinat,طينة,female
Tiney,,female
Tinie,,female
Tinjal,تنجل,female
Tinnie,,female
Tiny,,female
Tipu,طيب,male
Tirana,طيران,female
Tiraq,طرق,male
Tireem,تيريم,male
Tirhab,ترحب,female
Tirmizi,ترميز,male
Tisa,,female
Tisha,تعيش,female
Tishie,,female
Tito,,male
Titus,,male
Tiyam,تيم,female
Tiymah,طعيمه,female
Toaheed,توحيد,male
Tobe,,male
Tobi,,female
Tobias,توبياس,male
Tobie,,male
Tobin,,male
Toby,,male
Toccara,,female
Tod,,male
Todd,,male
Toivo,,male
Tolbert,,male
Tollie,,male
Tolwak,تلوك,male
Tom,,male
Toma,,male
Tomas,,male
Tomasa,,female
Tomeka,,female
Tomie,,male
Tomika,,female
Tommie,,male
Tommy,,male
Tonda,,female
Toney,,male
Toni,,female
Tonia,,female
Tonja,,female
Tony,,male
Tonya,,female
Tooba,توبة,female
Toqeer,توقير,male
Torey,,male
Tori,,female
Toriano,,male
Torie,,female
Torrance,,male
Torrence,,male
Torrey,,male
Torrie,,female
Torry,,male
Tory,,male
Toryal,تريل,male
Tosha,,female
Toshana,تشان,female
Toshiko,,female
Toshio,,male
Toti,توتي,male
Toufika,توفيق,female
Towanda,,female
Toy,,male
Toya,,female
Trace,,male
Tracee,,female
Tracey,,male
Traci,,female
Tracie,,female
Tracy,,male
Trae,,male
Trana,ترانا,female
Travis,,male
Travon,,male
Trayvon,,male
Tre,,male
Treasure,,female
Treef,طريف,male
Treena,,female
Tremaine,,male
Tremayne,,male
Trena,,female
Trent,,male
Trenten,,male
Trenton,,male
Tresa,,female
Tressa,,female
Tressie,,female
Treva,,female
Trever,,male
Trevin,,male
Trevion,,male
Trevon,,male
Trevor,,male
Trey,,male
Treyton,,male
Treyvon,,male
Tricia,,female
Trilby,,female
Trina,,female
Trinidad,,male
Trinity,,male
Tripp,,male
Trish,,female
Trisha,,female
Trista,,female
Tristan,,male
Tristen,,male
Tristian,,male
Tristin,,male
Triston,,male
Troy,,male
Trudi,,female
Trudie,,female
Trudy,,female
Trula,,female
Trumaine,,male
Truman,,male
Trystan,,male
Tuan,,male
Tuba,توبة,female
Tubaa,توبا,female
Tubassum,تبسم,female
Tucker,,male
Tufail,تفعيل,male
Tufan,طوفان,female
Tufayl,تفعيل,male
Tufaylah,تفعيله,female
Tuhfa,تحفة,female
Tuhin,توهين,male
Tuhinsurra,طحينصرا,male
Tula,,female
Tulaib,توليب,male
Tulayb,توليب,male
Tulayhah,طليحة,female
Tullaab,طلاب,male
Tumadur,تماضر,male
Tumaim,تميم,male
Tunveer,تنفير,male
Tuqa,طوقا,female
Tuqaa,تقاء,female
Turab,تراب,male
Turaifah,طريفه,female
Turaj,تراج,male
Turan,توران,female
Turas,تراث,female
Turfa,طرفة,female
Turfah,تعرفه,female
Turhan,طورها,male
Turialai,طرالي,male
Turner,,male
Tutia,توتي,female
Tuwaij,توج,male
Tuwailib,طويلب,male
Twila,,female
Twyla,,female
Ty,,male
Tye,,male
Tyesha,,female
Tyler,,male
Tylor,,male
Tyquan,,male
Tyra,,female
Tyree,,male
Tyreek,,male
Tyreese,,male
Tyrek,,male
Tyreke,,male
Tyrel,,male
Tyrell,,male
Tyrese,,male
Tyrik,,male
Tyrin,,male
Tyriq,,male
Tyrique,,male
Tyron,,male
Tyrone,,male
Tyrus,,male
Tyshawn,,male
Tyson,,male
Ubaab,عباب,female
Ubaadah,عباده,male
Ubab,عباب,female
Ubad,عبد,male
Ubadah,عبده,male
Ubah,أباه,female
Ubai,أبي,male
Ubaid,عبيد,male
Ubaida,عبيده,female
Ubaidullah,عبدلله,male
Ubay,أبي,male
Ubayaa,أبيا,female
Ubayaat,أبيات,female
Ubayd,عبيد,male
Ubaydullah,عبيدلله,male
Ubayy,أبي,male
Udai,عدي,male
Udail,عديل,male
Udaina,أدينا,female
Uday,عدي,male
Udayl,عديل,male
Udaysah,أديسة,female
Udoola,عدولا,female
Ufair,عفير,male
Ufairah,أفراح,female
Ugay,أجي,female
Ugbaad,جبد,female
Uhaid,أحد,male
Uhaidah,عهده,female
Uhayra,وحيرة,female
Uhban,لتي,male
Uhdawi,وحداوي,male
Uhee,أهي,female
Uhud,أحد,female
Ujaab,أجاب,male
Ujab,أجاب,male
Ujala,عجلة,female
Ukashah,عكاشه,male
Ukkashah,عكاشه,male
Ula,على,female
Ulema,علما,female
Ulfah,ألفه,female
Ulfat,ألفت,female
Ulises,,male
Ulwaan,ألوان,male
Ulwiyat,أولويات,female
Ulya,عليا,female
Ulysses,,male
Umaarah,عماره,male
Umaijid,أمجد,male
Umaima,أميمة,female
Umaimah,أميمة,female
Umair,أمير,male
Umaira,أميرة,female
Umairah,أميره,female
Umairi,أميري,male
Umaiza,أميز,female
Umaizar,ميزر,male
Umama,أمامة,female
Umamah,أمامه,female
Umar,عمر,male
Umara,عمارة,female
Umarah,عمره,female
Umayma,أميمة,female
Umaymah,أميمة,female
Umaynah,أمينه,female
Umayr,أمير,male
Umayrah,أميره,female
Umayyah,أمايه,female
Umdah,أمضاه,male
Umdatud-Dawlah,أمدتددولة,male
Umed,أمد,male
Umer,عمر,male
Umid,عميد,male
Umm,أم,female
Umm-E-Kulsum,مقولصم,female
Umm-Kalthum,مقالتهم,female
Umm-Kulthum,مقولتهم,female
Umm-Sulaim,ومسلم,female
Ummah,أمه,female
Ummaiman,أماما,female
Ummayyah,أممية,female
Ummhamdi,أمحمد,female
Ummid,عميد,female
Ummul-Hanaa,عملهن,female
Ummul-Khair,أملكهر,female
Umnia,أمنية,female
Umniya,أمنية,female
Umniyah,أمنيه,female
Umrah,عمره,female
Umran,عمران,male
Umrao,عمره,male
Una,,female
Unais,أنيس,male
Unaiza,عنيزة,female
Unal,أنال,male
Unays,أنيس,male
Unaysah,أنيسه,female
Unayzee,نيز,female
Unaza,عنزة,female
Unique,,female
Unquda,عنقود,female
Unsa,أنسى,female
Unsar,أنصار,male
Uqaab,عقاب,male
Uqba,عقبة,male
Uqbah,عقباه,male
Ura,,female
Uraif,عريف,male
Uraifah,عريفة,female
Urban,,male
Urfee,عرفي,male
Uriah,,male
Uriel,,male
Urijah,,male
Urmia,أرميا,male
Urooba,أوروبا,female
Urooj,عروج,female
Uroosa,عروسة,female
Urrab,عرب,male
Urshia,عرسها,female
Ursula,,female
Urwa,أروى,female
Urwah,أرواح,female
Usaamah,أسامه,male
Usaid,أسيد,male
Usaim,عصام,male
Usaimah,أسامه,female
Usama,أسامة,male
Usamah,أسامه,male
Usayd,أسيد,male
Usaym,عصيم,male
Usaymah,عزيمه,female
Ushaim,أشيم,male
Ushna,عشنا,female
Ushta,عشت,female
Usman,عثمان,male
Usmanah,أزمنة,female
Usraat,عثرات,female
Ustad,أستاد,male
Uswa,أسوة,female
Uswah,أسوة,male
Utaib,أطيب,male
Utaif,عطيف,male
Utaiq,عتيق,male
Utaiqah,أطيقه,female
Utairah,أطرح,female
Utaybah,عتيبه,female
Utayk,عتيق,male
Utbah,عتبه,male
Uthal,أذل,male
Uthman,عثمان,male
Utsman,تسمن,male
Uwaim,عوام,male
Uwaimir,عويمر,male
Uwain,أوين,male
Uwais,عويس,male
Uwaisah,عويصه,female
Uwaiz,أوز,male
Uwayam,وايام,male
Uwaym,وايم,male
Uwaymir,عويمر,male
Uwaysah,عويصه,female
Uzaafar,أظافر,male
Uzaib,عذيب,male
Uzaibah,عذابه,female
Uzair,عزير,male
Uzaiz,عزيز,male
Uzaizah,عزيزه,female
Uzayr,عزير,male
Uzma,أزمة,female
Uzrat,عذرة,female
Vada,,female
Vafa,ففى,female
Vafi,ففي,male
Vafia,ففي,female
Val,,male
Valarie,,female
Valencia,,female
Valentin,,male
Valentina,,female
Valentine,,male
Valentino,,male
Valeria,,female
Valerie,,female
Valery,,female
Valinda,,female
Valiqa,فلقة,female
Vallie,,female
Valorie,,female
Van,,male
Vance,,male
Vanda,فندى,female
Vander,,male
Vanesa,,female
Vanessa,,female
Vannie,,female
Vara,,female
Varda,فردا,female
Vardah,فرضه,female
Varisha,فرشة,female
Vashon,,male
Vashti,فشت,female
Vassie,,female
Vaughn,,male
Veda,,female
Veesta,فيستا,female
Vega,فجة,female
Vela,,female
Velda,,female
Velia,,female
Vella,,female
Velma,,female
Velva,,female
Velvet,,female
Vena,,female
Venessa,,female
Venice,,female
Venie,,female
Venita,,female
Vennie,,female
Venus,,female
Veola,,female
Vera,,male
Verda,,female
Verdell,,female
Verdie,,female
Vere,,male
Verena,,female
Vergie,,female
Vergil,,male
Verl,,male
Verla,,female
Verle,,male
Verlene,,female
Verlie,,female
Verlin,,male
Verlon,,male
Verlyn,,male
Vern,,male
Verna,,male
Vernal,,male
Verne,,male
Vernell,,male
Vernelle,,female
Verner,,male
Vernetta,,female
Vernia,,female
Vernice,,female
Vernie,,male
Vernita,,female
Vernon,,male
Verona,,female
Veronica,,female
Versa,,female
Versie,,female
Vertie,,female
Vessie,,female
Vesta,,female
Vester,,male
Veta,,female
Veva,,female
Vic,,male
Vicente,,male
Vicie,,female
Vick,,male
Vickey,,female
Vicki,,female
Vickie,,female
Vicky,,female
Victor,,male
Victoria,,female
Victoriano,,male
Victorine,,female
Victory,,female
Vicy,,female
Vida,فيضة,female
Vidal,,male
Vikki,,female
Villa,,female
Vilma,,female
Vina,فينا,female
Vince,,male
Vincent,,male
Vincenza,,female
Vincenzo,,male
Viney,,female
Vinie,,female
Vinnie,,female
Vinson,,male
Vinton,,male
Viola,,male
Violet,,female
Violeta,,female
Violetta,,female
Violette,,female
Viqaas,فيقاس,male
Vira,,female
Virdie,,female
Virge,,male
Virgel,,male
Virgia,,female
Virgie,,male
Virgil,,male
Virginia,,male
Virgle,,male
Viridiana,,female
Vita,,female
Vito,,male
Viva,,female
Vivian,,male
Viviana,,female
Vivien,,female
Vivienne,,female
Viyana,فيينا,female
Vlasta,,female
Vollie,,male
Volney,,male
Von,,male
Vonda,,female
Vonetta,,female
Vonnie,,female
Waabisah,وابعثه,female
Waad,واد,male
Waadi,وادي,male
Waafir,وافر,male
Waafiyah,وافيه,female
Waafy,وافي,male
Waahibah,واحبه,female
Waahid,واحد,male
Waahida,واحدة,female
Waahidah,واحده,female
Waail,وايل,male
Waaizh,واعذه,male
Waaizhah,وازهة,female
Waajid,واجيد,male
Waajida,واجدة,female
Waajidah,واجده,female
Waali,والي,male
Waaliyah,واليه,female
Waaqif,واقف,male
Waarid,واريد,male
Waarith,وارث,male
Waarithah,وارثه,female
Waasey,لاريب,female
Waashif,واشف,male
Waashil,واشيل,male
Waasi,واسع,male
Waasif,واسف,male
Waasifah,واسفه,female
Waasil,واصيل,male
Waasilah,واصله,female
Waasiq,واثق,male
Waathiq,واثق,male
Waazi,وازي,male
Wabisa,وبس,female
Wabisah,وابعثه,female
Wad,واد,male
Wadaaat,وذات,female
Wadaan,ودان,male
Wadaana,ودانا,female
Wadad,وداد,female
Waddaa,وأداء,female
Waddah,واضح,female
Waddeen,ودين,male
Waddia,ودية,female
Waddood,لاريب,female
Wade,,male
Wadee,وادي,male
Wadeed,وديد,male
Wadeedah,وعديدة,female
Wadha,واضحة,female
Wadhaa,واذا,female
Wadhdhaah,وضدهة,male
Wadi,وادي,female
Wadiah,وديه,female
Wadid,وديد,male
Wadida,وعديدة,female
Wadii,وادي,male
Wadiyah,وضعيه,female
Wadood,ودود,male
Wadud,ودود,male
Waduud,ودود,male
Wael,وال,male
Waelah,وله,female
Waf,واف,male
Wafa,وفا,female
Wafaa,وفاء,female
Wafadar,وفدر,male
Wafaee,وفي,male
Wafai,وفي,male
Wafaqat,وافقت,male
Wafee,وفي,male
Wafeeq,وفيق,male
Wafeeqa,وفيقة,female
Wafeeqah,وفقه,female
Wafeer,وفير,male
Wafi,وافي,male
Wafia,وافية,female
Wafid,وافيد,male
Wafii,وفي,male
Wafiq,وفيق,male
Wafiqa,وفقا,female
Wafiqah,وفقه,female
Wafiya,وفي,female
Wafiyah,وفيه,female
Wafiyya,وفي,female
Wafiyyah,وفيه,female
Wafiza,وفز,female
Wafqah,وفقه,female
Wagma,واجما,female
Wahaab,وهاب,male
Wahab,وهب,male
Wahabah,وهبه,female
Wahaj,وهج,male
Wahb,واحب,male
Wahbaan,وهبان,male
Wahbah,وهبه,female
Wahban,وهبان,male
Wahbi,وهبي,male
Wahbiyah,وهبية,female
Wahbiyyah,وهبية,female
Wahbullah,وهبلله,male
Wahdah,واحده,female
Wahdan,واحدا,male
Wahdat,وحدة,female
Waheeb,وهيب,male
Waheebah,وهيبه,female
Waheebullah,وهيبلله,male
Waheed,واحد,male
Waheeda,واحدة,female
Waheedah,واحده,female
Wahhaaj,وهاج,male
Wahhab,واحب,male
Wahhaj,وهج,male
Wahi,وهي,male
Wahib,وهيب,male
Wahiba,وهيبة,female
Wahibah,وهيبه,female
Wahid,واحد,male
Wahid-Uddin,وهددن,male
Wahid-Uz-Zaman,وحظوظزما,male
Wahida,واحدة,female
Wahidah,واحده,female
Wahiib,وهيب,male
Wahiid,وحيد,male
Wahuj,وهج,female
Wail,وائل,male
Waino,,male
Wais,ويس,male
Waiya,ويا,female
Waiz,وايز,male
Wajaahat,وجاهة,male
Wajahah,واجهه,female
Wajahat,واجهت,female
Wajd,واجد,male
Wajdaan,وجدان,male
Wajdan,وجدان,male
Wajdi,وجدي,male
Wajdii,وجدي,male
Wajee,واجي,female
Wajeed,وجيد,male
Wajeeda,وجيدة,female
Wajeedaa,وجيدا,female
Wajeedah,وجيده,female
Wajeeh,وجيه,female
Wajeeha,وجيهة,female
Wajeehah,وجيهه,female
Wajeehan,وجيهان,male
Wajeezah,وجيزه,female
Wajeh,وجه,male
Wajia,وجية,female
Wajib,واجيب,male
Wajibah,واجيبه,female
Wajid,واجد,male
Wajida,وجيدة,female
Wajidah,وجيده,female
Wajih,واجه,male
Wajih-Uddin,وجهودن,male
Wajiha,واجهة,female
Wajihah,واجهه,female
Wajiih,وجيه,male
Wajna,وجنة,female
Wakalat,وكالة,male
Wakdar,وقدر,male
Wakee,وكي,male
Wakeel,وكيل,male
Wakeela,وكيلا,female
Wakeelah,وكيله,female
Wakib,وكعب,male
Wakil,وكيل,male
Wal,وال,male
Wala,ولا,female
Walaa,ولا,female
Waldemar,,male
Waldo,,male
Walee,والي,male
Waleed,وليد,male
Waleedah,وليده,female
Waleeya,واليا,female
Wali,والي,male
Walia,ولا,female
Walid,وليد,male
Walidah,والده,female
Walif,وليف,male
Walihah,والهة,female
Waliid,وليد,male
Waliullah,واللله,male
Waliy,والي,male
Waliy-Al-Din,والعيالدن,male
Waliy-Allah,وليله,male
Waliy-Udeen,والإيدين,male
Waliyah,وليه,female
Waliyallah,وليله,male
Waliyuddin,والإيدين,male
Waliyullah,وليله,male
Waliyy,والي,male
Walker,,male
Wallace,,male
Wallad,ولد,male
Wallada,ولادة,female
Walladah,والده,female
Wallid,وليد,male
Walliy-Ullah,وليله,male
Wally,,male
Walt,,male
Walter,,male
Walton,,male
Wamaq,وعمق,male
Wan,وان,male
Wanawsha,وانوثه,female
Wanda,,female
Waneta,,female
Wania,وانا,female
Wanita,,female
Waniya,ونية,female
Waqaar,وقار,male
Waqar,وقار,male
Waqas,وقاص,male
Waqeea,واقية,female
Waqf,واقف,male
Waqi,واقع,male
Waqia,واقية,female
Waqid,وقد,male
Waqida,وعقيدة,female
Waqif,وقف,male
Waqqaa,وقاء,female
Waqqad,وقد,male
Waqqas,وقاص,male
Waqur,وقور,male
Waraqa,ورقة,female
Waraqah,ورقه,male
Ward,ورد,female
Warda,وردة,female
Wardaa,ورضاء,female
Wardah,ورده,female
Wardell,,male
Wardi,وردي,male
Wardiyyah,ورديه,female
Wareef,وريف,male
Wareefah,ورفاه,female
Wareesha,وريشة,female
Warid,واريد,male
Warida,وردة,female
Waris,وعريس,male
Warisa,وريثة,female
Warish,وريش,male
Warith,وريث,male
Waritha,وريثة,female
Warizah,ورزه,female
Warner,,male
Warqa,ورقة,female
Warqaa,ورقاء,female
Warqah,ورقه,male
Warren,,male
Warsan,وعرسان,female
Warshan,ورشا,male
Wasaaf,وصاف,male
Wasaf,وصف,male
Wasam,وسام,male
Wasama,واسامة,female
Wasamah,واسمح,female
Wasay,وصي,male
Wasaya,وصايا,female
Waseef,وصيف,male
Waseefah,وسيفه,female
Waseela,واصلا,female
Waseem,وسيم,male
Waseema,وسيما,female
Waseemah,وسيمه,female
